#Reads:	96277
#Bases:	994507041
#Max:	297344
#Min:	133
#Avg:	10329.6
#Median:	1000
#Mode:	0
#Std_Dev:	20849.7
#Read Length Histogram:
#Length	reads	pct_reads	cum_reads	cum_pct_reads	bases	pct_bases	cum_bases	cum_pct_bases
47000	196	0.204%	6609	6.865%	9313208	0.936%	493475997	49.620%
48000	209	0.217%	6413	6.661%	10139154	1.020%	484162789	48.684%
49000	211	0.219%	6204	6.444%	10445947	1.050%	474023635	47.664%
50000	192	0.199%	5993	6.225%	9696751	0.975%	463577688	46.614%
51000	201	0.209%	5801	6.025%	10346073	1.040%	453880937	45.639%
52000	187	0.194%	5600	5.817%	9810589	0.986%	443534864	44.598%
53000	181	0.188%	5413	5.622%	9684035	0.974%	433724275	43.612%
54000	185	0.192%	5232	5.434%	10082206	1.014%	424040240	42.638%
55000	154	0.160%	5047	5.242%	8546182	0.859%	413958034	41.624%
56000	148	0.154%	4893	5.082%	8357148	0.840%	405411852	40.765%
57000	164	0.170%	4745	4.928%	9430833	0.948%	397054704	39.925%
58000	147	0.153%	4581	4.758%	8603183	0.865%	387623871	38.976%
59000	147	0.153%	4434	4.605%	8749002	0.880%	379020688	38.111%
60000	148	0.154%	4287	4.453%	8949086	0.900%	370271686	37.232%
61000	144	0.150%	4139	4.299%	8853559	0.890%	361322600	36.332%
62000	146	0.152%	3995	4.149%	9124821	0.918%	352469041	35.442%
63000	137	0.142%	3849	3.998%	8697384	0.875%	343344220	34.524%
64000	146	0.152%	3712	3.856%	9414345	0.947%	334646836	33.650%
65000	122	0.127%	3566	3.704%	7994840	0.804%	325232491	32.703%
66000	112	0.116%	3444	3.577%	7452099	0.749%	317237651	31.899%
67000	106	0.110%	3332	3.461%	7158529	0.720%	309785552	31.150%
68000	120	0.125%	3226	3.351%	8217188	0.826%	302627023	30.430%
69000	128	0.133%	3106	3.226%	8899549	0.895%	294409835	29.604%
70000	125	0.130%	2978	3.093%	8816312	0.887%	285510286	28.709%
71000	124	0.129%	2853	2.963%	8864898	0.891%	276693974	27.822%
72000	96	0.100%	2729	2.835%	6953828	0.699%	267829076	26.931%
73000	88	0.091%	2633	2.735%	6461906	0.650%	260875248	26.232%
74000	99	0.103%	2545	2.643%	7373925	0.741%	254413342	25.582%
75000	85	0.088%	2446	2.541%	6413866	0.645%	247039417	24.840%
76000	83	0.086%	2361	2.452%	6344997	0.638%	240625551	24.195%
77000	89	0.092%	2278	2.366%	6898520	0.694%	234280554	23.557%
78000	70	0.073%	2189	2.274%	5494974	0.553%	227382034	22.864%
79000	92	0.096%	2119	2.201%	7313666	0.735%	221887060	22.311%
80000	81	0.084%	2027	2.105%	6519699	0.656%	214573394	21.576%
81000	82	0.085%	1946	2.021%	6679532	0.672%	208053695	20.920%
82000	61	0.063%	1864	1.936%	5037173	0.506%	201374163	20.249%
83000	48	0.050%	1803	1.873%	4012964	0.404%	196336990	19.742%
84000	70	0.073%	1755	1.823%	5910624	0.594%	192324026	19.339%
85000	54	0.056%	1685	1.750%	4617616	0.464%	186413402	18.744%
86000	63	0.065%	1631	1.694%	5448942	0.548%	181795786	18.280%
87000	65	0.068%	1568	1.629%	5687242	0.572%	176346844	17.732%
88000	61	0.063%	1503	1.561%	5397331	0.543%	170659602	17.160%
89000	50	0.052%	1442	1.498%	4474789	0.450%	165262271	16.618%
90000	54	0.056%	1392	1.446%	4889591	0.492%	160787482	16.168%
91000	54	0.056%	1338	1.390%	4942530	0.497%	155897891	15.676%
92000	51	0.053%	1284	1.334%	4719215	0.475%	150955361	15.179%
93000	39	0.041%	1233	1.281%	3645865	0.367%	146236146	14.704%
94000	48	0.050%	1194	1.240%	4536074	0.456%	142590281	14.338%
95000	36	0.037%	1146	1.190%	3441634	0.346%	138054207	13.882%
96000	47	0.049%	1110	1.153%	4534745	0.456%	134612573	13.536%
97000	36	0.037%	1063	1.104%	3510942	0.353%	130077828	13.080%
98000	37	0.038%	1027	1.067%	3643032	0.366%	126566886	12.727%
99000	34	0.035%	990	1.028%	3381371	0.340%	122923854	12.360%
100000	30	0.031%	956	0.993%	3017758	0.303%	119542483	12.020%
101000	22	0.023%	926	0.962%	2234412	0.225%	116524725	11.717%
102000	26	0.027%	904	0.939%	2665867	0.268%	114290313	11.492%
103000	28	0.029%	878	0.912%	2899930	0.292%	111624446	11.224%
104000	24	0.025%	850	0.883%	2509164	0.252%	108724516	10.933%
105000	26	0.027%	826	0.858%	2743409	0.276%	106215352	10.680%
106000	34	0.035%	800	0.831%	3620422	0.364%	103471943	10.404%
107000	34	0.035%	766	0.796%	3654546	0.367%	99851521	10.040%
108000	20	0.021%	732	0.760%	2171806	0.218%	96196975	9.673%
109000	42	0.044%	712	0.740%	4596780	0.462%	94025169	9.454%
110000	30	0.031%	670	0.696%	3315313	0.333%	89428389	8.992%
111000	32	0.033%	640	0.665%	3567744	0.359%	86113076	8.659%
112000	19	0.020%	608	0.632%	2136978	0.215%	82545332	8.300%
113000	23	0.024%	589	0.612%	2609519	0.262%	80408354	8.085%
114000	19	0.020%	566	0.588%	2174997	0.219%	77798835	7.823%
115000	15	0.016%	547	0.568%	1732551	0.174%	75623838	7.604%
116000	23	0.024%	532	0.553%	2678184	0.269%	73891287	7.430%
117000	27	0.028%	509	0.529%	3174445	0.319%	71213103	7.161%
118000	18	0.019%	482	0.501%	2134189	0.215%	68038658	6.841%
119000	17	0.018%	464	0.482%	2031296	0.204%	65904469	6.627%
120000	22	0.023%	447	0.464%	2652191	0.267%	63873173	6.423%
121000	15	0.016%	425	0.441%	1823337	0.183%	61220982	6.156%
122000	19	0.020%	410	0.426%	2329851	0.234%	59397645	5.973%
123000	15	0.016%	391	0.406%	1849043	0.186%	57067794	5.738%
124000	15	0.016%	376	0.391%	1866900	0.188%	55218751	5.552%
125000	17	0.018%	361	0.375%	2133665	0.215%	53351851	5.365%
126000	11	0.011%	344	0.357%	1390342	0.140%	51218186	5.150%
127000	17	0.018%	333	0.346%	2168135	0.218%	49827844	5.010%
128000	16	0.017%	316	0.328%	2055902	0.207%	47659709	4.792%
129000	9	0.009%	300	0.312%	1165823	0.117%	45603807	4.586%
130000	13	0.014%	291	0.302%	1696208	0.171%	44437984	4.468%
131000	8	0.008%	278	0.289%	1051900	0.106%	42741776	4.298%
132000	17	0.018%	270	0.280%	2249959	0.226%	41689876	4.192%
133000	14	0.015%	253	0.263%	1867766	0.188%	39439917	3.966%
134000	10	0.010%	239	0.248%	1345283	0.135%	37572151	3.778%
135000	4	0.004%	229	0.238%	541683	0.054%	36226868	3.643%
136000	14	0.015%	225	0.234%	1912122	0.192%	35685185	3.588%
137000	8	0.008%	211	0.219%	1098851	0.110%	33773063	3.396%
138000	10	0.010%	203	0.211%	1385230	0.139%	32674212	3.285%
139000	5	0.005%	193	0.200%	697397	0.070%	31288982	3.146%
140000	5	0.005%	188	0.195%	703642	0.071%	30591585	3.076%
141000	6	0.006%	183	0.190%	849229	0.085%	29887943	3.005%
142000	6	0.006%	177	0.184%	856235	0.086%	29038714	2.920%
143000	7	0.007%	171	0.178%	1003885	0.101%	28182479	2.834%
144000	9	0.009%	164	0.170%	1300457	0.131%	27178594	2.733%
145000	13	0.014%	155	0.161%	1891662	0.190%	25878137	2.602%
146000	6	0.006%	142	0.147%	877238	0.088%	23986475	2.412%
147000	7	0.007%	136	0.141%	1031565	0.104%	23109237	2.324%
148000	8	0.008%	129	0.134%	1187788	0.119%	22077672	2.220%
149000	10	0.010%	121	0.126%	1494903	0.150%	20889884	2.101%
150000	5	0.005%	111	0.115%	752116	0.076%	19394981	1.950%
151000	6	0.006%	106	0.110%	909136	0.091%	18642865	1.875%
152000	3	0.003%	100	0.104%	456931	0.046%	17733729	1.783%
153000	1	0.001%	97	0.101%	153824	0.015%	17276798	1.737%
154000	4	0.004%	96	0.100%	617503	0.062%	17122974	1.722%
155000	11	0.011%	92	0.096%	1710015	0.172%	16505471	1.660%
156000	3	0.003%	81	0.084%	469360	0.047%	14795456	1.488%
157000	4	0.004%	78	0.081%	630115	0.063%	14326096	1.441%
158000	4	0.004%	74	0.077%	635006	0.064%	13695981	1.377%
159000	1	0.001%	70	0.073%	159612	0.016%	13060975	1.313%
160000	4	0.004%	69	0.072%	641200	0.064%	12901363	1.297%
161000	2	0.002%	65	0.068%	322771	0.032%	12260163	1.233%
162000	3	0.003%	63	0.065%	487536	0.049%	11937392	1.200%
163000	6	0.006%	60	0.062%	980882	0.099%	11449856	1.151%
165000	2	0.002%	54	0.056%	330328	0.033%	10468974	1.053%
166000	4	0.004%	52	0.054%	665708	0.067%	10138646	1.019%
167000	1	0.001%	48	0.050%	167298	0.017%	9472938	0.953%
168000	1	0.001%	47	0.049%	168532	0.017%	9305640	0.936%
169000	1	0.001%	46	0.048%	169881	0.017%	9137108	0.919%
170000	4	0.004%	45	0.047%	682536	0.069%	8967227	0.902%
171000	1	0.001%	41	0.043%	171502	0.017%	8284691	0.833%
172000	1	0.001%	40	0.042%	172623	0.017%	8113189	0.816%
173000	2	0.002%	39	0.041%	347120	0.035%	7940566	0.798%
174000	1	0.001%	37	0.038%	174807	0.018%	7593446	0.764%
175000	3	0.003%	36	0.037%	526926	0.053%	7418639	0.746%
176000	2	0.002%	33	0.034%	352970	0.035%	6891713	0.693%
178000	2	0.002%	31	0.032%	356740	0.036%	6538743	0.657%
179000	1	0.001%	29	0.030%	179227	0.018%	6182003	0.622%
180000	1	0.001%	28	0.029%	180729	0.018%	6002776	0.604%
181000	2	0.002%	27	0.028%	363159	0.037%	5822047	0.585%
183000	3	0.003%	25	0.026%	550301	0.055%	5458888	0.549%
184000	1	0.001%	22	0.023%	184287	0.019%	4908587	0.494%
194000	2	0.002%	21	0.022%	389803	0.039%	4724300	0.475%
200000	1	0.001%	19	0.020%	200301	0.020%	4334497	0.436%
202000	1	0.001%	18	0.019%	202662	0.020%	4134196	0.416%
203000	1	0.001%	17	0.018%	203979	0.021%	3931534	0.395%
206000	1	0.001%	16	0.017%	206595	0.021%	3727555	0.375%
208000	1	0.001%	15	0.016%	208318	0.021%	3520960	0.354%
209000	1	0.001%	14	0.015%	209230	0.021%	3312642	0.333%
210000	1	0.001%	13	0.014%	210855	0.021%	3103412	0.312%
215000	1	0.001%	12	0.012%	215232	0.022%	2892557	0.291%
217000	1	0.001%	11	0.011%	217501	0.022%	2677325	0.269%
218000	1	0.001%	10	0.010%	218247	0.022%	2459824	0.247%
227000	1	0.001%	9	0.009%	227970	0.023%	2241577	0.225%
228000	1	0.001%	8	0.008%	228518	0.023%	2013607	0.202%
229000	1	0.001%	7	0.007%	229030	0.023%	1785089	0.179%
236000	1	0.001%	6	0.006%	236722	0.024%	1556059	0.156%
240000	1	0.001%	5	0.005%	240806	0.024%	1319337	0.133%
254000	1	0.001%	4	0.004%	254787	0.026%	1078531	0.108%
261000	1	0.001%	3	0.003%	261280	0.026%	823744	0.083%
265000	1	0.001%	2	0.002%	265120	0.027%	562464	0.057%
297000	1	0.001%	1	0.001%	297344	0.030%	297344	0.030%
